param m := 57;
param k := 4;

param d:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 :=
1 0 1.82228197909539 1.09924427175536 2.59476982943808 1.73074010301857 1.87956799075352 2.75493904306781 0.85706892882005 1.5059670800207 1.74278703750353 1.17619194400544 1.62153587328874 0.494400526500154 2.84218019426795 0.367160073807624 2.57818680477385 1.92618153948766 1.6503909976259 1.35024732340517 0.902442967210146 1.6036268041013 2.03886046734754 1.87262340735626 0.968347129030935 1.82489677594953 0.881385182577229 0.384521379982722 2.4047534352336 1.70179977297019 1.63318636669931 2.18337560641725 0.687909234596688 1.81734774283783 2.19185359202711 1.35852448416825 1.73987312698545 1.92214347734842 2.06814523856948 1.68115976652296 1.61051921179742 2.37734360044525 1.78677531855655 1.86594900857808 1.58679466962164 1.78623520604259 0.785240811764932 1.08701035206195 1.6626859639726 0.114468971200672 1.48718469164251 0.877639240667019 1.08027738217296 2.06874328531805 1.99995585001421 1.55969218725176 1.28323186266034 1.25387160231745
2 1.82228197909539 0 1.48264127389798 0.842801493553589 0.0977237322419014 0.767418803653125 0.940227102170323 1.38043529469963 0.320252132775118 0.114656537272856 1.00009048574384 0.201371656854771 1.45964704397749 1.08457062323183 1.85194421488843 0.785647098303532 0.162808247707597 0.173579423010123 0.643215468201537 1.62929538773565 0.501667762263582 0.216590891605639 0.392958581114473 1.36564712749463 0.0932499104212545 1.08887166343033 1.64519919965666 0.770376978185845 1.78554298282605 0.195388370996922 1.0336595378763 1.17687485513817 1.49132524747162 0.753184436118125 0.705002471388148 0.169326331513567 0.665488086223041 0.616268934235385 0.166584201265633 0.212746185659653 0.584396093132452 0.0399136878212397 1.20057725352325 0.9112755731728 1.47433036511961 1.04762935780489 1.12597306638875 0.26298013690857 1.8413139569753 1.53021353068612 1.01380415920596 0.748860124641546 0.479985223877784 1.91766981651367 0.264647248103215 0.560217910772605 0.568432928591022
3 1.09924427175536 1.48264127389798 0 1.98625665336826 1.43180937979082 1.08758335065274 2.23998926056207 0.27672970088397 1.27761032588935 1.36910650201678 0.482838793184125 1.33809578263069 0.643721023322907 2.20853284069561 0.823214782864446 2.02951613277486 1.49332022402764 1.36472225315236 0.839927826189283 0.249428530249794 1.02451096790001 1.65923612310897 1.2925414373024 0.183222082917808 1.42853984566412 0.545733790180625 0.715352159250524 1.72523236297234 0.621294258108116 1.36776587398625 1.29345452551259 0.703707351261322 0.733412013244962 1.44590554106929 0.779218992170992 1.32647433400751 1.18611257255907 1.37379990050303 1.31722945985125 1.30688390568561 1.85957208621154 1.44337512370922 0.869373623700211 0.741476140779553 0.703540598331038 0.808862630848335 0.363924038041929 1.22684420506663 1.01907989311318 0.388093526728037 0.672103566837356 0.926326000479911 1.45644366227051 0.912243576245471 1.3041803741041 0.99661439248415 1.08131512768896
4 2.59476982943808 0.842801493553589 1.98625665336826 0 0.939571337530528 0.918038671221697 0.316147559510521 1.98609659935884 1.14863814180675 0.882793979778306 1.55907203757858 1.02985440676425 2.17237197350215 0.248169730374573 2.55674578961946 0.146571735397668 0.697055545405198 1.00695866257362 1.26606185582852 2.19505000952925 1.01609105846462 0.658902300900957 0.732701193657045 1.93204416484832 0.802429343694337 1.76486812728573 2.35585720662573 0.287311611254494 2.04384683691579 1.03304124411553 0.89460526469784 1.91423371190201 1.66043908362642 0.579261887531805 1.28345804906827 0.868487085629558 0.804868630559591 0.614719033468435 0.939326503677518 1.02679723713638 0.274191573593095 0.866147000532041 1.32362068616329 1.25254744694358 1.6592408003698 1.81006506845026 1.69138877713142 0.93491250790323 2.59512035561255 1.86858284527879 1.72949727811143 1.52086121908578 0.542568105863936 2.05389619048682 1.09295690750469 1.31541939948141 1.36851228490914
5 1.73074010301857 0.0977237322419014 1.43180937979082 0.939571337530528 0 0.793837849689906 1.03632635232072 1.31536076126182 0.22546848705205 0.114594974466197 0.949275286134406 0.110490469314505 1.37752727657727 1.18193856384462 1.76924327141029 0.883356181882899 0.250878465257024 0.0808532836007455 0.593091014410268 1.56770871169493 0.488631859650296 0.310508912205261 0.437892696006742 1.30684320272142 0.156539389222594 1.01587017528145 1.56248303577418 0.85764965974659 1.76482284945726 0.0987861744521965 1.07963845771833 1.09267125812968 1.48699335162011 0.818753715968383 0.661277270303426 0.177778598979241 0.702350960129008 0.676844213889149 0.129010030017725 0.131011742225936 0.682107798555267 0.0761990899646564 1.20951608805305 0.900300070671664 1.46828637884744 0.960167979860708 1.07119719772961 0.245907691924307 1.75211104888625 1.5024323604003 0.934778975409589 0.662334328393965 0.552952924146209 1.9108484125336 0.171048515014107 0.481359409086745 0.478030314326828
6 1.87956799075352 0.767418803653125 1.08758335065274 0.918038671221697 0.793837849689906 0 1.20102421505994 1.13752030438796 0.833751037010237 0.6799977242856 0.722464024081992 0.781475944774005 1.40323491530241 1.12695730083117 1.75639939909736 0.986421379112408 0.663441545656261 0.786405922416324 0.572518382939442 1.31343776016936 0.381176276328089 0.822742296498211 0.384263896290765 1.06328782118716 0.675171894824845 0.998494178479696 1.57199063176904 0.6434299372934 1.14607074938497 0.811588776656289 0.338721233444819 1.20158548216906 0.78717336494212 0.358365875906514 0.535516829951707 0.616191251093222 0.127284117748219 0.309230352503269 0.676604903021261 0.749107404888101 0.852096078219645 0.745458007983408 0.460101307940122 0.346300378099353 0.778567650875436 1.15008651070096 0.841925867104431 0.565253682079758 1.85116452876746 0.952045234446638 1.01458287312746 0.936687892905391 0.443858785797952 1.20904696909241 0.806808806240031 0.771710938636017 0.887752859826821
7 2.75493904306781 0.940227102170323 2.23998926056207 0.316147559510521 1.03632635232072 1.20102421505994 0 2.21290237171856 1.26045676740749 1.01226106341403 1.79110193771279 1.14104232179642 2.36237581979771 0.317454235631035 2.75282861559027 0.21461387824737 0.829364115912994 1.11376609931032 1.4706662543564 2.43580189470026 1.23404548659961 0.72658229060372 0.952549194288912 2.16928826654245 0.930053380558634 1.96508890676928 2.54811295875607 0.597337340625255 2.34068661331117 1.13504051751196 1.20781222355037 2.09056281969906 1.96293628122556 0.8812049618068 1.50131033740431 1.01718115705865 1.08043090790929 0.89192859905903 1.07379354448934 1.147708582906 0.387907017996651 0.972861897336105 1.62540111799619 1.52138144392617 1.96009021172212 1.97247355849368 1.92471883927922 1.10162286736357 2.76678114557634 2.1522898259594 1.91353139064833 1.67497976555615 0.784434143061455 2.36275809273954 1.20470158673336 1.47431778557122 1.50391762111916
8 0.85706892882005 1.38043529469963 0.27672970088397 1.98609659935884 1.31536076126182 1.13752030438796 2.21290237171856 0 1.13286197904031 1.27189691729596 0.427501035985882 1.21234020224621 0.37764174519104 2.22096622608141 0.635989318155292 2.00965268242501 1.42035423011289 1.24105860083568 0.750669188949762 0.259950758886367 0.978923808352563 1.57585059726521 1.26206150377936 0.111978288035846 1.34122931816134 0.325711292342805 0.484203287767908 1.74580123696503 0.896339203176257 1.23852565833968 1.39665878812539 0.436978910004072 0.961137665459163 1.48646249103382 0.711905965741197 1.23965637219598 1.21430777414848 1.39094073623307 1.21429063153127 1.18520794113843 1.82571503319583 1.34052169370287 1.02631434416739 0.802890474321443 0.929895189315604 0.557620799964945 0.297709010334883 1.1419166448925 0.79054132042641 0.646842306817119 0.446185593399734 0.730595687623765 1.44432122262452 1.18360249314969 1.1685636219223 0.846170603757348 0.906863312526794
9 1.5059670800207 0.320252132775118 1.27761032588935 1.14863814180675 0.22546848705205 0.833751037010237 1.26045676740749 1.13286197904031 0 0.267341908205936 0.80351142317206 0.120135433454117 1.16386374787492 1.3941283072477 1.55397042077251 1.10191931447522 0.451585773926431 0.14669081639007 0.46658482398846 1.39022248776656 0.467280457371384 0.535730465594594 0.546103013107106 1.13725169905326 0.346251514693117 0.820541501654238 1.34752195067549 1.03606945120918 1.67254782798952 0.127247493246737 1.15341432447117 0.876734108369946 1.43535268637705 0.945437114814417 0.545568245816477 0.297190330001476 0.770703636076846 0.798049344109981 0.21728265471597 0.12344716988706 0.899535689730232 0.288493156575466 1.19402940572441 0.849168685949159 1.41303962682441 0.740012438204611 0.913692725258725 0.284734024032871 1.52909580669718 1.39759493715824 0.728620123733455 0.445218930684892 0.706688810760411 1.84826494567018 0.0561654434506684 0.286762586485863 0.256281299686775
10 1.74278703750353 0.114656537272856 1.36910650201678 0.882793979778306 0.114594974466197 0.6799977242856 1.01226106341403 1.27189691729596 0.267341908205936 0 0.886852149690798 0.153081268659602 1.36487695379719 1.12922359072086 1.75730994408283 0.842766607427404 0.187219048265772 0.137805249639335 0.530432995023006 1.51891875715231 0.390257355517996 0.308069026738819 0.324811359558619 1.25438641707307 0.0825461574334468 0.985970166537966 1.55085612797422 0.77276928659147 1.6733383023057 0.167225731781995 0.965567275900039 1.08553479847148 1.3847754536711 0.711785169905453 0.590851474829131 0.0640204484482765 0.587766401704435 0.567855217535928 0.0620469577130779 0.144304379094766 0.64015338745286 0.0776505378567346 1.10085768442239 0.801529414588122 1.36701906846235 0.961872040645991 1.01362240366511 0.148943646572745 1.75675309416331 1.41647675027403 0.91670319752957 0.663447643649541 0.45339314508865 1.81021086780563 0.212898040305763 0.466447509275221 0.493032974850713
