param m := 42;
param d:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 :=
1 0 5.85548460846752 3.02651614897393 5.72503275099802 9.41645368490707 9.08808010528076 27.1354362411958 1.62659152831926 14.0755639318643 9.89478145286696 4.53022074517346 26.3529334230556 20.9461022627123 18.8336162220642 16.5579708901785 6.01263669283285 13.9454831397123 16.550531713513 16.6627368700343 20.744264267503 9.15222923663956 8.55967873228897 14.2670144038618 14.3476304663871 11.1271604643772 17.8422111858368 13.0707727392071 17.3952436027783 13.6768746429877 24.357848837695 18.0370174918139 13.4110886955534 16.9454330130569 10.8737941860236 5.35517506716634 6.36872828749979 14.037955691624 24.1791583807212 8.50998824911057 12.4434119115297 19.2525712568477 13.219061993954
2 5.85548460846752 0 8.38887954377699 10.8363693181803 13.6485127394892 7.43172254595124 23.9243934092382 6.66255956821401 10.2427144839637 14.7884752425664 5.7571347039999 24.1374025114551 17.793670222863 17.2353590040939 20.6683695534989 9.02527007906134 18.55845898775 14.5205853876488 21.1252479275392 23.5342473854593 10.4180804373934 7.06539453958517 18.9545667320569 18.018218557893 15.8290429274799 20.8541986180241 17.4287176808852 22.7543973772104 17.5320905769962 27.144570359466 23.3030191177023 18.7885284149664 19.8797384288627 14.9518727923963 6.44043476793299 3.42239682094289 18.5466034626289 20.3930527386166 13.7143428570238 16.8957805383474 16.9571400890598 11.613453405426
3 3.02651614897393 8.38887954377699 0 5.4082344623731 7.10623669743698 9.86470475990032 27.8036490410881 2.30113015711846 15.5738017195545 9.1001263727489 6.43233239190886 26.5802426625492 21.7992385188107 18.8153261996703 16.0799067161473 7.47902400049632 13.4630197207016 16.9476281526354 16.2028639443772 20.7273900913743 9.99403321987675 9.40708775339106 13.4888509518046 13.6315626396976 10.9175226127542 17.8936105914933 12.443532456662 15.9015502388918 13.6614311109781 24.2884005237068 16.8796978645946 12.3110153927286 17.0603604885712 10.818687535926 6.34399716267276 8.20367600530397 13.5684265852751 25.2870263178571 7.66501793866133 12.1635068956284 19.5985535180533 13.6008529144315
4 5.72503275099802 10.8363693181803 5.4082344623731 0 11.1627326403529 14.4795994419735 32.0322540574341 5.36743886784005 19.6619047907368 9.41294321665652 6.6438016225652 31.3963039225957 26.3596206345994 23.6453483797554 11.3571739442521 4.825391175853 8.79786906017588 21.8475788132232 11.4933894043489 16.2072607185792 8.08318625295743 13.9979105583655 9.36831361558738 15.6315162412352 6.24911993803927 13.3181492708259 7.77824530340873 13.1026066109 8.63690338026309 19.7250247148134 13.3116715704678 10.5189020339577 12.4698155559736 5.92015202507503 10.1950232957066 10.7004906429565 9.00889560379073 29.6654024075184 6.34265717187994 7.46097178657043 24.4754060231899 18.4374076268873
5 9.41645368490707 13.6485127394892 7.10623669743698 11.1627326403529 0 10.7967495108482 26.4824149200937 8.86904729945669 16.7440467032316 10.01507363927 13.0554777775461 23.9044870264978 20.8254315681572 16.4657007139083 20.8806465417142 14.3072079736055 18.0163287048166 15.4095003163633 20.6160665501448 26.1960245075469 16.4613334818295 10.5646249341848 17.8009690747442 11.4939592830321 15.6555517309356 23.5100382815511 17.3111495863215 17.618884754717 19.0797143584489 29.6304269290876 19.2628865957312 13.5260600323967 22.7196148734964 16.4972179472783 8.79846009253892 13.3568970947597 18.2427574670059 24.7930050619121 10.3833279828772 17.1847054091713 17.8834923882333 12.5856902869886
6 9.08808010528076 7.43172254595124 9.86470475990032 14.4795994419735 10.7967495108482 0 18.5284241099992 9.31847627029226 6.51595733564915 15.4679572019061 11.1630506583102 17.4034220772812 12.0227118405125 10.2716551733399 25.4585663382681 14.6973058755678 22.8785598322971 7.67453581658201 25.618926597342 29.0741483108276 15.9792083658734 0.976268405716379 23.1260783532358 16.2675044183181 19.9722782876666 26.3938231410306 21.786888258767 25.3471793302529 22.5331333817559 32.7978993229749 26.4244091703107 20.4375903667727 25.3435810413604 19.8708127664673 5.45465855943339 7.70153880727742 23.0398263882348 15.5299742433785 15.6096796892185 21.4557195171824 10.2279958936245 4.37444853667294
7 27.1354362411958 23.9243934092382 27.8036490410881 32.0322540574341 26.4824149200937 18.5284241099992 0 27.2378651880062 15.4749927302083 32.7632019192264 28.1635047534926 8.07338838406774 8.91929929983292 11.0648090810461 42.9100069913767 32.3931088350594 40.7485091751833 13.0248838766417 43.4659763493241 45.4608446907886 31.959396114445 19.2279276054389 41.085449979281 31.2919510417615 37.7581726252741 43.2861894834831 39.1066797363315 42.9316945857021 39.9075105713198 49.2288705943982 44.2775191265274 37.992446617716 42.0087205232437 37.4362324493264 22.8752967193871 23.6547542790028 40.927957437429 8.4133821974281 32.9392319279002 39.3449717244783 10.5386716430488 15.3560574367251
8 1.62659152831926 6.66255956821401 2.30113015711846 5.36743886784005 8.86904729945669 9.31847627029226 27.2378651880062 0 14.7627673557501 10.2063362672411 4.36356505623555 26.4511682161677 21.3071161821585 18.8341418705499 16.1673621843515 6.47030138401605 13.6678125535874 16.8048356135965 16.4316280386333 20.2260450904273 8.69334803168491 8.86990980788418 14.0090863370885 14.8325284425819 11.1093429148622 17.4107237069572 12.4982118721039 17.2574186945789 13.335325267874 23.8989832419708 17.8963124693329 13.4818285109995 16.4432813027084 10.6842313715119 5.96361467568118 6.33721547684785 13.9036326188518 24.6602656108972 8.69411870174315 12.3106904761675 19.390964390664 13.3827650356718
9 14.0755639318643 10.2427144839637 15.5738017195545 19.6619047907368 16.7440467032316 6.51595733564915 15.4749927302083 14.7627673557501 0 20.0902911875363 15.5801604613046 15.1003642340177 8.07553713383822 10.117549110333 30.4241006440618 18.7863221520339 27.8826397602523 6.59595330486807 30.5108193924713 33.6911264281858 20.2633856993346 6.70792069124256 28.1555110058404 19.7872635803943 24.7339564162307 31.0056123951777 27.005173578409 30.4764728930367 27.332482507083 37.3328072879605 31.5061501932559 25.3217534937847 30.0019066060809 24.6175486188207 10.2622999371486 11.5848176507013 27.862435284806 10.4081602601036 20.4586118786197 26.2529198376104 8.58157328233 6.15573716138043
10 9.89478145286696 14.7884752425664 9.1001263727489 9.41294321665652 10.01507363927 15.4679572019061 32.7632019192264 10.2063362672411 20.0902911875363 0 13.5600589969218 30.1088359124029 25.9014960957857 23.0572591606201 17.3016328709171 11.4192162603219 13.2288245887532 21.0572552817313 15.2330725725311 23.6448810527776 16.9973292019658 14.7120222947085 13.7171571398741 6.87128808885205 9.91834663641073 20.520706615514 14.6837461160291 13.4833897815052 15.0123282671277 26.7147768098481 13.820871897243 5.64451946581815 19.9977748762206 12.8846536624001 10.8860736723577 15.9062126227459 13.4129452395811 29.3705941376745 4.45611938798771 12.232056245783 23.8393875760264 18.0843661763414
