param m := 79;
param k := 4;

param d:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 :=
1 0 1.82228197909539 1.09924427175536 2.59476982943808 1.73972680247631 1.73074010301857 1.87956799075352 2.75493904306781 2.41028307352527 0.85706892882005 1.1014634540276 0.595985113918737 1.5059670800207 1.74278703750353 1.17619194400544 1.62153587328874 1.64688393983078 0.494400526500154 2.84218019426795 0.367160073807624 1.54219534169961 2.57818680477385 1.92618153948766 1.6503909976259 1.35024732340517 0.902442967210146 2.4714374783186 1.6036268041013 1.54941838541063 2.03886046734754 1.87262340735626 1.59665101788339 0.968347129030935 1.82489677594953 0.881385182577229 1.78275139793759 0.384521379982722 2.4047534352336 2.29812772764316 1.70179977297019 1.63318636669931 1.93807124701336 2.18337560641725 0.687909234596688 1.81734774283783 2.19185359202711 2.05291073266477 1.35852448416825 1.73987312698545 1.92214347734842 2.54565832816333 1.37175683606428 2.06694099816033 2.08811635234015 2.06814523856948 1.68115976652296 1.61051921179742 1.61267513719015 1.31147797856278 1.58222699767762 2.37734360044525 1.78677531855655 1.80056941928274 1.86594900857808 1.33680448431153 1.58679466962164 1.78623520604259 0.785240811764932 1.08701035206195 1.6626859639726 0.114468971200672 1.48718469164251 0.877639240667019 1.08027738217296 2.06874328531805 1.99995585001421 1.55969218725176 1.28323186266034 1.25387160231745
2 1.82228197909539 0 1.48264127389798 0.842801493553589 0.139588038889043 0.0977237322419014 0.767418803653125 0.940227102170323 0.588144154820363 1.38043529469963 0.723314821504816 1.24888337742065 0.320252132775118 0.114656537272856 1.00009048574384 0.201371656854771 0.175405763700298 1.45964704397749 1.08457062323183 1.85194421488843 0.282430072692241 0.785647098303532 0.162808247707597 0.173579423010123 0.643215468201537 1.62929538773565 0.649284446224515 0.501667762263582 0.317991776086286 0.216590891605639 0.392958581114473 0.234674651075095 1.36564712749463 0.0932499104212545 1.08887166343033 0.0698714436061144 1.64519919965666 0.770376978185845 0.476064411274891 1.78554298282605 0.195388370996922 0.116027701941902 1.0336595378763 1.17687485513817 1.49132524747162 0.753184436118125 0.989773177269876 0.705002471388148 0.169326331513567 0.665488086223041 0.756226219601321 1.03036228297971 0.646994775057962 0.266401776541241 0.616268934235385 0.166584201265633 0.212746185659653 0.209627309405342 0.511379005012574 0.244735163149153 0.584396093132452 0.0399136878212397 0.106250618506785 1.20057725352325 0.486060617425608 0.9112755731728 1.47433036511961 1.04762935780489 1.12597306638875 0.26298013690857 1.8413139569753 1.53021353068612 1.01380415920596 0.748860124641546 0.479985223877784 1.91766981651367 0.264647248103215 0.560217910772605 0.568432928591022
3 1.09924427175536 1.48264127389798 0 1.98625665336826 1.34820098536024 1.43180937979082 1.08758335065274 2.23998926056207 1.99038145511092 0.27672970088397 0.964638412843623 0.761987364804501 1.27761032588935 1.36910650201678 0.482838793184125 1.33809578263069 1.34791899819243 0.643721023322907 2.20853284069561 0.823214782864446 1.29395264644813 2.02951613277486 1.49332022402764 1.36472225315236 0.839927826189283 0.249428530249794 2.04504416882701 1.02451096790001 1.16947035484829 1.65923612310897 1.2925414373024 1.26842223032549 0.183222082917808 1.42853984566412 0.545733790180625 1.41617799339038 0.715352159250524 1.72523236297234 1.89190607057363 0.621294258108116 1.36776587398625 1.58090489777662 1.29345452551259 0.703707351261322 0.733412013244962 1.44590554106929 1.1630947994523 0.779218992170992 1.32647433400751 1.18611257255907 1.99608988509595 0.512199091990741 1.35490299188443 1.69250294476654 1.37379990050303 1.31722945985125 1.30688390568561 1.31962564255505 1.10194047927923 1.26863777739683 1.85957208621154 1.44337512370922 1.40226287706664 0.869373623700211 1.1498562885122 0.741476140779553 0.703540598331038 0.808862630848335 0.363924038041929 1.22684420506663 1.01907989311318 0.388093526728037 0.672103566837356 0.926326000479911 1.45644366227051 0.912243576245471 1.3041803741041 0.99661439248415 1.08131512768896
4 2.59476982943808 0.842801493553589 1.98625665336826 0 0.877044712818846 0.939571337530528 0.918038671221697 0.316147559510521 0.443237709273547 1.98609659935884 1.50541122191618 2.00080122607653 1.14863814180675 0.882793979778306 1.55907203757858 1.02985440676425 1.00119490187252 2.17237197350215 0.248169730374573 2.55674578961946 1.11025641521407 0.146571735397668 0.697055545405198 1.00695866257362 1.26606185582852 2.19505000952925 0.426106160806422 1.01609105846462 1.05178151874756 0.658902300900957 0.732701193657045 1.02625124985852 1.93204416484832 0.802429343694337 1.76486812728573 0.8540884560193 2.35585720662573 0.287311611254494 0.494485579341572 2.04384683691579 1.03304124411553 0.747176379566969 0.89460526469784 1.91423371190201 1.66043908362642 0.579261887531805 0.965124690374765 1.28345804906827 0.868487085629558 0.804868630559591 0.144142416723535 1.47406204209798 0.637751526136439 0.610206016744858 0.614719033468435 0.939326503677518 1.02679723713638 1.03093409935302 1.30878309107935 1.04473066933625 0.274191573593095 0.866147000532041 0.82178270038532 1.32362068616329 1.29728147789537 1.25254744694358 1.6592408003698 1.81006506845026 1.69138877713142 0.93491250790323 2.59512035561255 1.86858284527879 1.72949727811143 1.52086121908578 0.542568105863936 2.05389619048682 1.09295690750469 1.31541939948141 1.36851228490914
5 1.73972680247631 0.139588038889043 1.34820098536024 0.877044712818846 0 0.143376895441723 0.650727650633574 1.01545198115119 0.68545118210702 1.2555156958222 0.638915202763306 1.1558629221852 0.278399555431198 0.0295155944357421 0.866496117912326 0.169622185976909 0.142886062628592 1.35590014502766 1.12422465416274 1.74818458112921 0.24153573804018 0.841842775401585 0.186577004178727 0.158316233497134 0.510976691709099 1.50109067112113 0.745691395685075 0.362775079935189 0.198321123269455 0.321126570635389 0.298365689305393 0.149206540502622 1.23590925612549 0.0878591154728836 0.973262712686395 0.069869695114751 1.541958241341 0.75814109594639 0.575803480674681 1.64638631350789 0.187742775544762 0.233566448982323 0.937911718183799 1.07832220443743 1.35610305660016 0.688430338586959 0.881782483704327 0.56925912719198 0.0345689431017579 0.559335453033147 0.810137331469919 0.891111463218897 0.569812583758286 0.363443295011363 0.543651011093777 0.0624352829252366 0.155134450334453 0.163574561676287 0.434227630796483 0.167962610801599 0.63958268869501 0.10480464281859 0.0617025648118103 1.0714622945572 0.420311906056191 0.773535333540335 1.33848614639071 0.957148869704628 0.994215207739019 0.123716787012471 1.75179011207469 1.39062620126371 0.907081597361885 0.65956085369565 0.433973075662442 1.78172880083099 0.225806149496642 0.459752775275703 0.493835894704058
6 1.73074010301857 0.0977237322419014 1.43180937979082 0.939571337530528 0.143376895441723 0 0.793837849689906 1.03632635232072 0.68006721605472 1.31536076126182 0.635004630279066 1.16193609138644 0.22546848705205 0.114594974466197 0.949275286134406 0.110490469314505 0.0893728019986031 1.37752727657727 1.18193856384462 1.76924327141029 0.188585438255452 0.883356181882899 0.250878465257024 0.0808532836007455 0.593091014410268 1.56770871169493 0.741197542157118 0.488631859650296 0.263094571125212 0.310508912205261 0.437892696006742 0.164266909793715 1.30684320272142 0.156539389222594 1.01587017528145 0.103925038779138 1.56248303577418 0.85764965974659 0.567910007628682 1.76482284945726 0.0987861744521965 0.209217348157748 1.07963845771833 1.09267125812968 1.48699335162011 0.818753715968383 1.0251031219607 0.661277270303426 0.177778598979241 0.702350960129008 0.853949504968155 0.998189764754516 0.705007157964393 0.361366024295326 0.676844213889149 0.129010030017725 0.131011742225936 0.12315287206275 0.422554158233372 0.167884736344405 0.682107798555267 0.0761990899646564 0.152296836781117 1.20951608805305 0.393982857526937 0.900300070671664 1.46828637884744 0.960167979860708 1.07119719772961 0.245907691924307 1.75211104888625 1.5024323604003 0.934778975409589 0.662334328393965 0.552952924146209 1.9108484125336 0.171048515014107 0.481359409086745 0.478030314326828
7 1.87956799075352 0.767418803653125 1.08758335065274 0.918038671221697 0.650727650633574 0.793837849689906 0 1.20102421505994 1.03881116035506 1.13752030438796 0.944384359204562 1.29905293674987 0.833751037010237 0.6799977242856 0.722464024081992 0.781475944774005 0.765378622491465 1.40323491530241 1.12695730083117 1.75639939909736 0.813322121281326 0.986421379112408 0.663441545656261 0.786405922416324 0.572518382939442 1.31343776016936 1.08058414963257 0.381176276328089 0.635123894926853 0.822742296498211 0.384263896290765 0.710824600823333 1.06328782118716 0.675171894824845 0.998494178479696 0.706254325846995 1.57199063176904 0.6434299372934 0.968817527127898 1.14607074938497 0.811588776656289 0.798747679432802 0.338721233444819 1.20158548216906 0.78717336494212 0.358365875906514 0.242583898814651 0.535516829951707 0.616191251093222 0.127284117748219 0.954924588887811 0.58278228549994 0.281530161043507 0.828595718053955 0.309230352503269 0.676604903021261 0.749107404888101 0.765071814137686 0.844682625180601 0.729079269828246 0.852096078219645 0.745458007983408 0.661775112612549 0.460101307940122 0.869342106736246 0.346300378099353 0.778567650875436 1.15008651070096 0.841925867104431 0.565253682079758 1.85116452876746 0.952045234446638 1.01458287312746 0.936687892905391 0.443858785797952 1.20904696909241 0.806808806240031 0.771710938636017 0.887752859826821
8 2.75493904306781 0.940227102170323 2.23998926056207 0.316147559510521 1.01545198115119 1.03632635232072 1.20102421505994 0 0.37704237932065 2.21290237171856 1.6535819335125 2.1704364847673 1.26045676740749 1.01226106341403 1.79110193771279 1.14104232179642 1.11402936367628 2.36237581979771 0.317454235631035 2.75282861559027 1.22250235241005 0.21461387824737 0.829364115912994 1.11376609931032 1.4706662543564 2.43580189470026 0.322900961489911 1.23404548659961 1.20895345140147 0.72658229060372 0.952549194288912 1.15873363650762 2.16928826654245 0.930053380558634 1.96508890676928 0.973320308903632 2.54811295875607 0.597337340625255 0.481262027516658 2.34068661331117 1.13504051751196 0.827453514122891 1.20781222355037 2.09056281969906 1.96293628122556 0.8812049618068 1.27194348022579 1.50131033740431 1.01718115705865 1.08043090790929 0.246597275515153 1.73066013603852 0.920071038116518 0.675210735757463 0.89192859905903 1.07379354448934 1.147708582906 1.14739714188718 1.44521655873217 1.17388184906663 0.387907017996651 0.972861897336105 0.954417191511225 1.62540111799619 1.42419398942776 1.52138144392617 1.96009021172212 1.97247355849368 1.92471883927922 1.10162286736357 2.76678114557634 2.1522898259594 1.91353139064833 1.67497976555615 0.784434143061455 2.36275809273954 1.20470158673336 1.47431778557122 1.50391762111916
9 2.41028307352527 0.588144154820363 1.99038145511092 0.443237709273547 0.68545118210702 0.68006721605472 1.03881116035506 0.37704237932065 0 1.92855365997892 1.31120977044363 1.83566991290002 0.905474301943412 0.676129668286126 1.52037045619867 0.788770053347248 0.763470493750213 2.04092778730505 0.616857040810237 2.43332527532937 0.868599882644251 0.310904993128924 0.509073294401245 0.760048755753315 1.17788736506774 2.16557526604854 0.0611548183500536 0.965921623577978 0.883733908419595 0.371783900340172 0.708420071032555 0.8182005577175 1.89809055403647 0.597595128890264 1.65709884394725 0.632495820298269 2.22693535716265 0.594672129226945 0.11217363485791 2.17808021593197 0.77835787039873 0.472236496371419 1.15026122067727 1.76132099563544 1.82589082293598 0.799228636807889 1.17592905634932 1.22177536124273 0.694880292799182 0.911527447861322 0.301019676961153 1.4957675349393 0.781902304912012 0.323942356423197 0.746587187208941 0.738020689241095 0.800559928339201 0.797759922423913 1.09949295429152 0.830751509192848 0.227462062896571 0.624423849313763 0.62394590017275 1.49487396755464 1.07360178796614 1.31414034667564 1.81730448505172 1.63491092243966 1.65278422970204 0.789166972764625 2.4291650323017 1.95873571978958 1.59240974211931 1.33598433812275 0.595178598798902 2.24554304690999 0.850984459994605 1.14234592531882 1.1565303677653
10 0.85706892882005 1.38043529469963 0.27672970088397 1.98609659935884 1.2555156958222 1.31536076126182 1.13752030438796 2.21290237171856 1.92855365997892 0 0.769129794631397 0.487565431945065 1.13286197904031 1.27189691729596 0.427501035985882 1.21234020224621 1.2271814109667 0.37764174519104 2.22096622608141 0.635989318155292 1.15569336753926 2.00965268242501 1.42035423011289 1.24105860083568 0.750669188949762 0.259950758886367 1.98642987139695 0.978923808352563 1.0625763215142 1.57585059726521 1.26206150377936 1.15178328514808 0.111978288035846 1.34122931816134 0.325711292342805 1.31906736549003 0.484203287767908 1.74580123696503 1.82350225859307 0.896339203176257 1.23852565833968 1.48794188362917 1.39665878812539 0.436978910004072 0.961137665459163 1.48646249103382 1.26355074589968 0.711905965741197 1.23965637219598 1.21430777414848 1.97585936468991 0.565716138055399 1.37870298573327 1.61508151567252 1.39094073623307 1.21429063153127 1.18520794113843 1.19559694391943 0.939176993593926 1.1476308791465 1.82571503319583 1.34052169370287 1.31435571936445 1.02631434416739 0.984972886904696 0.802890474321443 0.929895189315604 0.557620799964945 0.297709010334883 1.1419166448925 0.79054132042641 0.646842306817119 0.446185593399734 0.730595687623765 1.44432122262452 1.18360249314969 1.1685636219223 0.846170603757348 0.906863312526794
